2025-11-28 21:28:56,014 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 13:05:44,015 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 13:05:45,550 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 13:05:47,100 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 13:05:48,562 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 13:05:50,161 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 13:05:51,800 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 13:05:53,332 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 13:05:55,077 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 13:05:56,632 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 13:05:58,094 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 13:05:59,682 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 13:06:01,320 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 13:06:02,859 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 13:06:18,401 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 13:06:19,917 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 13:06:21,351 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 13:06:22,834 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 13:06:24,296 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 13:06:25,728 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 13:06:27,271 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 13:06:28,783 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 13:06:30,198 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 13:06:31,735 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 13:06:33,283 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 13:06:34,755 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 13:06:36,266 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 13:06:37,798 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 13:06:39,253 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 13:06:41,770 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 13:06:43,211 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 13:06:44,707 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 13:06:46,276 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 13:06:47,828 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 13:06:49,371 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 13:06:50,902 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 13:06:52,420 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 13:06:54,060 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 13:06:55,592 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 13:06:57,146 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 13:06:58,590 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 13:07:00,203 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 13:07:01,737 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 13:07:03,314 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 13:07:04,933 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 13:07:06,466 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 13:07:07,986 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 13:07:09,527 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 13:07:10,985 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 13:07:12,509 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 13:07:14,130 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 13:07:15,652 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 13:07:17,305 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 13:07:18,944 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 13:53:23,659 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 13:53:25,371 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 13:53:26,938 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 13:53:28,387 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 13:53:29,908 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 13:53:31,404 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 13:53:32,887 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 13:53:34,334 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 13:53:35,854 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 13:53:37,384 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 13:53:38,806 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 13:53:40,254 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 13:53:41,741 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 13:53:43,220 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 13:53:44,655 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 13:53:46,137 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 13:53:47,578 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 13:53:49,014 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 13:53:50,424 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 13:53:51,851 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 13:53:53,249 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 13:53:54,726 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 13:53:56,412 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 13:53:57,967 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 13:53:59,416 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 13:54:00,893 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 13:54:02,369 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 13:54:03,887 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 13:54:05,276 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 13:54:06,666 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 13:54:08,227 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 13:54:09,667 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 13:54:11,066 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 13:55:04,293 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 13:55:05,775 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 13:55:07,308 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 13:55:08,931 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 13:55:10,466 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 13:55:12,105 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 13:55:13,744 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 13:55:15,382 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 13:55:16,862 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 13:55:18,325 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 13:55:19,780 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 13:55:21,259 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 13:55:22,758 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 13:55:24,296 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 13:55:25,826 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 13:55:27,272 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 13:55:28,900 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 13:55:30,336 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 13:55:31,800 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 13:55:33,303 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 13:55:34,796 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 13:55:36,318 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 13:55:37,808 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 13:55:39,240 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 13:55:40,981 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 13:55:42,622 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 13:55:44,183 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 13:55:45,794 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 13:55:47,228 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 13:55:48,821 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 13:55:50,419 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 13:55:51,880 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 13:55:53,293 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 13:55:54,832 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 13:55:56,345 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 13:55:57,847 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 13:55:59,427 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 13:56:01,054 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 13:56:02,540 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 13:56:03,999 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 14:10:35,470 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 14:10:37,318 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 14:10:38,730 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 14:10:40,371 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 14:10:42,007 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 14:10:51,431 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 14:10:53,068 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 14:10:56,038 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 14:10:58,930 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 14:11:00,465 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 14:11:01,923 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 14:11:03,457 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 14:11:04,947 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 14:11:06,787 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 14:11:08,430 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 14:11:10,066 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 14:11:11,809 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 14:11:13,460 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 14:11:14,931 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 14:11:16,434 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 14:11:17,952 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 14:11:19,588 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 14:11:21,097 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 14:11:22,558 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 14:11:24,097 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 14:11:34,364 - WARNING - API call failed for Frankfurt, Germany: HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=10)
2025-11-29 14:11:34,365 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 14:11:35,768 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 14:11:37,224 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 14:11:38,761 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 14:11:40,216 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 14:11:41,671 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 14:11:43,142 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 14:11:44,718 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 14:11:46,272 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 14:11:47,692 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 14:11:49,199 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 14:11:50,648 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 14:11:52,164 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 14:11:53,653 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 14:11:55,054 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 14:14:51,840 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 14:14:53,617 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 14:14:55,141 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 14:14:56,693 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 14:14:58,169 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 14:14:59,745 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 14:15:01,177 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 14:15:02,809 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 14:15:04,345 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 14:15:05,886 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 14:15:09,497 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 14:15:11,010 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 14:15:12,431 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 14:15:13,878 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 14:15:15,415 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 14:15:16,947 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 14:15:18,589 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 14:15:20,083 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 14:15:21,547 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 14:15:23,194 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-30 14:15:24,702 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-30 14:15:26,106 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-30 14:15:27,936 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 14:15:29,420 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 14:15:31,515 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 14:15:32,924 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 14:15:34,367 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 14:15:35,843 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 14:15:37,862 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 14:15:39,368 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 14:15:41,169 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 14:15:42,569 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 14:15:44,077 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 14:15:47,047 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 14:15:48,453 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 14:15:49,846 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 14:15:51,290 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 14:15:53,790 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 14:15:55,251 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 14:15:57,427 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 14:31:09,385 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 14:31:11,135 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 14:31:12,760 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 14:31:14,395 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 14:31:15,820 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 14:31:17,367 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 14:31:18,905 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 14:31:20,441 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 14:31:22,079 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 14:31:23,513 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 14:31:24,997 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 14:31:26,483 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 14:31:28,119 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 14:31:29,655 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 14:31:31,185 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 14:31:32,730 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 14:31:34,266 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 14:31:35,902 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 14:31:37,539 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 14:31:39,100 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-30 14:31:40,810 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-30 14:31:42,225 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-30 14:31:43,899 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 14:31:46,690 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 14:31:48,217 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 14:31:49,823 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 14:31:51,367 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 14:31:52,826 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 14:31:54,219 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 14:31:55,792 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 14:31:57,280 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 14:31:58,747 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 14:32:00,301 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 14:32:01,910 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 14:32:03,395 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 14:32:04,828 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 14:32:06,282 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 14:32:07,743 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 14:32:09,387 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 14:32:11,025 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 15:36:08,774 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 15:36:10,812 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 15:36:12,294 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 15:36:13,820 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 15:36:15,991 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 15:36:17,506 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
